の	78	0.051621
、	45	0.029782
は	36	0.023825
。	29	0.019193
を	29	0.019193
で	27	0.017869
作品	26	0.017207
に	25	0.016545
た	23	0.015222
て	20	0.013236
%	20	0.013236
.	19	0.012574
,	18	0.011913
漫画	18	0.011913
『	16	0.010589
』	16	0.010589
と	16	0.010589
ウェア	13	0.008604
（	13	0.008604
）	13	0.008604
彼	13	0.008604
し	13	0.008604
いる	12	0.007942
な	12	0.007942
The	12	0.007942
[	11	0.007280
「	11	0.007280
」	11	0.007280
:	10	0.006618
]	10	0.006618
年	10	0.006618
れ	10	0.006618
編集	10	0.006618
Ware	9	0.005956
さ	9	0.005956
of	9	0.005956
・	8	0.005295
ある	8	0.005295
や	8	0.005295
2	8	0.005295
3	8	0.005295
/	8	0.005295
E	8	0.005295
家	7	0.004633
Novelty	7	0.004633
the	7	0.004633
1	7	0.004633
Acme	6	0.003971
が	6	0.003971
A	6	0.003971
コミック	5	0.003309
的	5	0.003309
も	5	0.003309
発表	5	0.003309
and	5	0.003309
=	5	0.003309
"	5	0.003309
Chris	5	0.003309
82	5	0.003309
-	4	0.002647
Library	4	0.002647
2007	4	0.002647
デザイン	4	0.002647
あり	4	0.002647
もの	4	0.002647
以外	4	0.002647
おり	4	0.002647
出版	4	0.002647
など	4	0.002647
New	4	0.002647
また	4	0.002647
'	4	0.002647
s	4	0.002647
2005	4	0.002647
&	4	0.002647
リンク	3	0.001985
者	3	0.001985
雑誌	3	0.001985
月	3	0.001985
シリーズ	3	0.001985
現在	3	0.001985
こと	3	0.001985
日本語	3	0.001985
い	3	0.001985
この	3	0.001985
さらに	3	0.001985
社	3	0.001985
American	3	0.001985
賞	3	0.001985
ラグタイム	3	0.001985
Ragtime	3	0.001985
http	3	0.001985
://	3	0.001985
".	3	0.001985
表示	2	0.001324
日本	2	0.001324
カテゴリ	2	0.001324
1967	2	0.001324
アメリカ合衆国	2	0.001324
グラフィック	2	0.001324
世界一	2	0.001324
賢い	2	0.001324
子供	2	0.001324
ジミー	2	0.001324
コリガン	2	0.001324
州	2	0.001324
から	2	0.001324
スタイル	2	0.001324
レイアウト	2	0.001324
コンピューター	2	0.001324
紙	2	0.001324
という	2	0.001324
時	2	0.001324
コピー	2	0.001324
による	2	0.001324
点	2	0.001324
初期	2	0.001324
en	2	0.001324
Gasoline	2	0.001324
Alley	2	0.001324
影響	2	0.001324
アーティスト	2	0.001324
受け	2	0.001324
経歴	2	0.001324
活動	2	0.001324
訳	2	0.001324
4	2	0.001324
参照	2	0.001324
5	2	0.001324
外部	2	0.001324
大学	2	0.001324
Texan	2	0.001324
様々	2	0.001324
連載	2	0.001324
題し	2	0.001324
Timothy	2	0.001324
られ	2	0.001324
年生	2	0.001324
ファンタグラフィックス	2	0.001324
提携	2	0.001324
City	2	0.001324
新しい	2	0.001324
再版	2	0.001324
扱っ	2	0.001324
第	2	0.001324
巻	2	0.001324
関わっ	2	0.001324
Best	2	0.001324
Comics	2	0.001324
Ephemeralist	2	0.001324
音楽	2	0.001324
]。	2	0.001324
できる	2	0.001324
Andrew	2	0.001324
ポスター	2	0.001324
制作	2	0.001324
.^	2	0.001324
com	2	0.001324
?	2	0.001324
9	2	0.001324
7	2	0.001324
C	2	0.001324
B	2	0.001324
org	2	0.001324
10051	2	0.001324
October	2	0.001324
Time	2	0.001324
2001	2	0.001324
a	2	0.001324
published	2	0.001324
works	2	0.001324
by	2	0.001324
83	2	0.001324
|	2	0.001324
クリス	1	0.000662
出典	1	0.000662
フリー	1	0.000662
百科	1	0.000662
事典	1	0.000662
ウィキペディア	1	0.000662
Wikipedia	1	0.000662
移動	1	0.000662
ナビゲーション	1	0.000662
検索	1	0.000662
関連	1	0.000662
ウィキポータル	1	0.000662
原作	1	0.000662
プロジェクト	1	0.000662
表	1	0.000662
話	1	0.000662
編	1	0.000662
歴	1	0.000662
フランクリン・クリステンソン・ウェア	1	0.000662
Franklin	1	0.000662
Christenson	1	0.000662
12	1	0.000662
28	1	0.000662
日	1	0.000662
ノベル	1	0.000662
Jimmy	1	0.000662
Corrigan	1	0.000662
Smartest	1	0.000662
Kid	1	0.000662
on	1	0.000662
Earth	1	0.000662
よく	1	0.000662
知ら	1	0.000662
ネブラスカ	1	0.000662
オマハ	1	0.000662
出身	1	0.000662
イリノイ	1	0.000662
オーク	1	0.000662
パーク	1	0.000662
在住	1	0.000662
愛する	1	0.000662
20	1	0.000662
世紀	1	0.000662
双方	1	0.000662
における	1	0.000662
アメリカ	1	0.000662
美術	1	0.000662
集合	1	0.000662
体	1	0.000662
古典	1	0.000662
ストリップ	1	0.000662
広告	1	0.000662
ペーパー	1	0.000662
クラフト	1	0.000662
まで	1	0.000662
さまざま	1	0.000662
取る	1	0.000662
幾何	1	0.000662
学	1	0.000662
世代	1	0.000662
特有	1	0.000662
思わ	1	0.000662
がち	1	0.000662
だ	1	0.000662
実際	1	0.000662
筆記具	1	0.000662
定規	1	0.000662
オールドファッション	1	0.000662
道具	1	0.000662
によって	1	0.000662
製作	1	0.000662
もっとも	1	0.000662
機	1	0.000662
用い	1	0.000662
たり	1	0.000662
彩色	1	0.000662
行なう	1	0.000662
構図	1	0.000662
コマ	1	0.000662
運び	1	0.000662
ウィンザー・マッケイ	1	0.000662
フランク	1	0.000662
キング	1	0.000662
Frank	1	0.000662
King	1	0.000662
作者	1	0.000662
見て取れる	1	0.000662
分野	1	0.000662
ジョセフ・コーネル	1	0.000662
Joseph	1	0.000662
Cornell	1	0.000662
シンパシー	1	0.000662
感じ	1	0.000662
インスピレーション	1	0.000662
どちら	1	0.000662
作家	1	0.000662
ノスタルジー	1	0.000662
気品	1	0.000662
美し	1	0.000662
品々	1	0.000662
箱	1	0.000662
中	1	0.000662
並べる	1	0.000662
共通	1	0.000662
目次	1	0.000662
非	1	0.000662
最初	1	0.000662
印刷	1	0.000662
1980	1	0.000662
年代	1	0.000662
後期	1	0.000662
テキサス	1	0.000662
オースティン	1	0.000662
校	1	0.000662
学生	1	0.000662
新聞	1	0.000662
Daily	1	0.000662
掲載	1	0.000662
タイトル	1	0.000662
毎日	1	0.000662
その	1	0.000662
加え	1	0.000662
Floyd	1	0.000662
Farland	1	0.000662
Citizen	1	0.000662
Future	1	0.000662
風刺	1	0.000662
SF	1	0.000662
週間	1	0.000662
1988	1	0.000662
Eclipse	1	0.000662
Publishing	1	0.000662
ティモシー・リアリー	1	0.000662
Leary	1	0.000662
交流	1	0.000662
機会	1	0.000662
得	1	0.000662
アマチュア	1	0.000662
ナイーブ	1	0.000662
恥じ	1	0.000662
残っ	1	0.000662
全て	1	0.000662
破棄	1	0.000662
伝え	1	0.000662
まだ	1	0.000662
あっ	1	0.000662
著名	1	0.000662
アート・スピーゲルマン	1	0.000662
興味	1	0.000662
引き	1	0.000662
有力	1	0.000662
アンソロジー	1	0.000662
マガジン	1	0.000662
RAW	1	0.000662
依頼	1	0.000662
寄稿	1	0.000662
ここ	1	0.000662
賞賛	1	0.000662
伝統	1	0.000662
打ち破る	1	0.000662
画期的	1	0.000662
これ	1	0.000662
Quimby	1	0.000662
Mouse	1	0.000662
シカゴ	1	0.000662
週刊	1	0.000662
誌	1	0.000662
見	1	0.000662
要素	1	0.000662
付け加え	1	0.000662
ホーム	1	0.000662
Chicago	1	0.000662
Reader	1	0.000662
移る	1	0.000662
前	1	0.000662
保ち	1	0.000662
つつ	1	0.000662
16	1	0.000662
番目	1	0.000662
以降	1	0.000662
自費	1	0.000662
行なっ	1	0.000662
近年	1	0.000662
書籍	1	0.000662
携わっ	1	0.000662
ファンタグラフィック	1	0.000662
クレイジー・カット	1	0.000662
McSweeney	1	0.000662
Quarterly	1	0.000662
Concern	1	0.000662
30	1	0.000662
人	1	0.000662
series	1	0.000662
うち	1	0.000662
多く	1	0.000662
獲得	1	0.000662
1999	1	0.000662
National	1	0.000662
Cartoonists	1	0.000662
Society	1	0.000662
2003	1	0.000662
フランス	1	0.000662
アングレーム	1	0.000662
国際	1	0.000662
祭	1	0.000662
最優秀	1	0.000662
受賞	1	0.000662
楽器	1	0.000662
熱心	1	0.000662
コレクター	1	0.000662
題する	1	0.000662
一度	1	0.000662
刊行	1	0.000662
バンジョー	1	0.000662
ピアノ	1	0.000662
弾く	1	0.000662
趣味	1	0.000662
に対する	1	0.000662
ロゴ	1	0.000662
窺う	1	0.000662
Et	1	0.000662
Cetera	1	0.000662
String	1	0.000662
Band	1	0.000662
Virginia	1	0.000662
Tichenor	1	0.000662
Reginald	1	0.000662
R	1	0.000662
Robinson	1	0.000662
Paragon	1	0.000662
Orchestra	1	0.000662
Guido	1	0.000662
Nielsen	1	0.000662
Bird	1	0.000662
Bowl	1	0.000662
Fire	1	0.000662
ive	1	0.000662
Style	1	0.000662
アーテイスト	1	0.000662
アルバム	1	0.000662
ジャケット	1	0.000662
手がけ	1	0.000662
San	1	0.000662
Francisco	1	0.000662
writing	1	0.000662
lab	1	0.000662
pirate	1	0.000662
store	1	0.000662
ファ	1	0.000662
サード	1	0.000662
10	1	0.000662
ペンギン	1	0.000662
ブックス	1	0.000662
カンディード	1	0.000662
判	1	0.000662
カバー	1	0.000662
担当	1	0.000662
2004	1	0.000662
ラジオ	1	0.000662
パーソナリティー	1	0.000662
Ira	1	0.000662
Glass	1	0.000662
組ん	1	0.000662
Lost	1	0.000662
Buildings	1	0.000662
スライド	1	0.000662
ショウ	1	0.000662
ため	1	0.000662
イラストレーション	1	0.000662
本	1	0.000662
DVD	1	0.000662
見る	1	0.000662
Showtime	1	0.000662
テレビ	1	0.000662
This	1	0.000662
Life	1	0.000662
アニメーション	1	0.000662
最近	1	0.000662
仕事	1	0.000662
映画	1	0.000662
Savages	1	0.000662
JIMMY	1	0.000662
CORRIGAN	1	0.000662
版	1	0.000662
VOL	1	0.000662
峯岸	1	0.000662
康隆	1	0.000662
山下	1	0.000662
奏	1	0.000662
平	1	0.000662
中沢	1	0.000662
俊介	1	0.000662
伯	1	0.000662
井	1	0.000662
真紀	1	0.000662
翻訳	1	0.000662
PRESSPOP	1	0.000662
GALLERY	1	0.000662
ISBN	1	0.000662
4903090086	1	0.000662
query	1	0.000662
nytimes	1	0.000662
gst	1	0.000662
fullpage	1	0.000662
html	1	0.000662
sec	1	0.000662
technology	1	0.000662
res	1	0.000662
F	1	0.000662
00	1	0.000662
D	1	0.000662
7103	1	0.000662
DF	1	0.000662
932	1	0.000662
15752	1	0.000662
0	1	0.000662
9679	1	0.000662
8	1	0.000662
63	1	0.000662
shop	1	0.000662
npr	1	0.000662
webapp	1	0.000662
wcs	1	0.000662
stores	1	0.000662
servlet	1	0.000662
ProductDisplay	1	0.000662
catalogId	1	0.000662
storeId	1	0.000662
productId	1	0.000662
21136	1	0.000662
langId	1	0.000662
=-	1	0.000662
Art	1	0.000662
Melancholy	1	0.000662
Guardian	1	0.000662
31	1	0.000662
Arnold	1	0.000662
Depressing	1	0.000662
Joy	1	0.000662
."	1	0.000662
November	1	0.000662
27	1	0.000662
Wolk	1	0.000662
Douglas	1	0.000662
inimitable	1	0.000662
Salon	1	0.000662
September	1	0.000662
Wondrich	1	0.000662
David	1	0.000662
No	1	0.000662
Longer	1	0.000662
in	1	0.000662
Sepia	1	0.000662
",	1	0.000662
York	1	0.000662
Times	1	0.000662
January	1	0.000662
21	1	0.000662
Schjeldahl	1	0.000662
Peter	1	0.000662
Words	1	0.000662
Pictures	1	0.000662
Graphic	1	0.000662
novels	1	0.000662
come	1	0.000662
age	1	0.000662
Yorker	1	0.000662
17	1	0.000662
Rag	1	0.000662
Periodical	1	0.000662
written	1	0.000662
Archive	1	0.000662
Unofficial	1	0.000662
database	1	0.000662
page	1	0.000662
with	1	0.000662
Barclay	1	0.000662
Agency	1	0.000662
NNDB	1	0.000662
profile	1	0.000662
Toy	1	0.000662
Gallery	1	0.000662
Stripped	1	0.000662
Books	1	0.000662
Panel	1	0.000662
comics	1	0.000662
form	1	0.000662
adaptation	1	0.000662
panel	1	0.000662
featuring	1	0.000662
Seth	1	0.000662
moderator	1	0.000662
Ivan	1	0.000662
Brunetti	1	0.000662
Interview	1	0.000662
evaluation	1	0.000662
designer	1	0.000662
Chip	1	0.000662
Kidd	1	0.000662
ja	1	0.000662
wikipedia	1	0.000662
wiki	1	0.000662
/%	1	0.000662
AF	1	0.000662
AA	1	0.000662
BB	1	0.000662
6	1	0.000662
より	1	0.000662
作成	1	0.000662
存命	1	0.000662
人物	1	0.000662
