の	32	0.037209	0.037209
、	30	0.034884	0.034884
。	26	0.030233	0.030233
選手	12	0.013953	0.028544
NBA	9	0.010465	0.028245
%	23	0.026744	0.027098
た	21	0.024419	0.024526
Diogu	6	0.006977	0.020931
は	17	0.019767	0.019767
を	17	0.019767	0.019767
・	15	0.017442	0.017911
で	15	0.017442	0.017518
ニューオーリンズ・ホーネッツ	5	0.005814	0.017442
に	14	0.016279	0.016279
/	13	0.015116	0.015182
アイク・ディオグ	4	0.004651	0.013953
Ike	4	0.004651	0.013953
ディオグ	4	0.004651	0.013953
3	11	0.012791	0.013254
が	11	0.012791	0.012903
1	10	0.011628	0.011994
と	10	0.011628	0.011679
|	9	0.010465	0.011046
203	3	0.003488	0.010464
シーズン	4	0.004651	0.010022
さ	8	0.009302	0.009911
E	8	0.009302	0.009425
指名	3	0.003488	0.009414
.	8	0.009302	0.009302
82	6	0.006977	0.009017
ニューヨーク	3	0.003488	0.008800
ポジション	3	0.003488	0.008800
州	4	0.004651	0.008622
年	7	0.008140	0.008473
バスケットボール	3	0.003488	0.008364
移籍	3	0.003488	0.008364
[	7	0.008140	0.008248
]	7	0.008140	0.008248
新人	3	0.003488	0.008026
1983	3	0.003488	0.007516
なかっ	4	0.004651	0.007372
アメリカ合衆国	3	0.003488	0.007136
バッファ	2	0.002326	0.006978
115	2	0.002326	0.006978
ドラフト	2	0.002326	0.006978
フォワード	2	0.002326	0.006978
プレイスタイル	2	0.002326	0.006978
開幕	2	0.002326	0.006978
ベンチ	2	0.002326	0.006978
ダブル	2	0.002326	0.006978
リバウンダー	2	0.002326	0.006978
インサイド	2	0.002326	0.006978
トレード	2	0.002326	0.006978
ポートランド・トレイルブレイザーズ	2	0.002326	0.006978
し	6	0.006977	0.006977
cm	3	0.003488	0.006976
せ	4	0.004651	0.006953
9	5	0.005814	0.006346
も	5	0.005814	0.006346
開花	2	0.002326	0.006278
得点	2	0.002326	0.006278
ある	5	0.005814	0.006137
編集	5	0.005814	0.005917
て	5	0.005814	0.005891
ロー	2	0.002326	0.005868
パワー	2	0.002326	0.005868
いえる	2	0.002326	0.005868
（	5	0.005814	0.005814
）	5	0.005814	0.005814
期待	2	0.002326	0.005578
日	4	0.004651	0.005430
身長	2	0.002326	0.005352
活躍	2	0.002326	0.005352
出場	2	0.002326	0.005352
こと	4	0.004651	0.005343
月	4	0.004651	0.005259
体重	2	0.002326	0.005168
有力	2	0.002326	0.005168
として	4	0.004651	0.005077
kg	2	0.002326	0.004877
学生	2	0.002326	0.004877
2	4	0.004651	0.004864
経歴	2	0.002326	0.004652
チーム	2	0.002326	0.004652
:	4	0.004651	0.004651
ながら	2	0.002326	0.004556
記録	2	0.002326	0.004468
位	2	0.002326	0.004312
大学	2	0.002326	0.004312
また	3	0.003488	0.004188
な	3	0.003488	0.004028
アメリカ	2	0.002326	0.004004
など	3	0.003488	0.003965
2005	2	0.002326	0.003952
出身	2	0.002326	0.003856
情報	2	0.002326	0.003811
2008	2	0.002326	0.003811
7	3	0.003488	0.003807
-	3	0.003488	0.003789
A	3	0.003488	0.003770
れ	3	0.003488	0.003699
その後	2	0.002326	0.003576
人物	2	0.002326	0.003509
Ikechukwu	1	0.001163	0.003489
Somtochukwu	1	0.001163	0.003489
PF	1	0.001163	0.003489
背番号	1	0.001163	0.003489
Ikechukwa	1	0.001163	0.003489
Somotochukwa	1	0.001163	0.003489
バッファロー	1	0.001163	0.003489
アメリカプロバスケットボールリーグ	1	0.001163	0.003489
ナイジェリア	1	0.001163	0.003489
ガーランド	1	0.001163	0.003489
州立	1	0.001163	0.003489
通い	1	0.001163	0.003489
ロブ・エヴァンスコーチ	1	0.001163	0.003489
才能	1	0.001163	0.003489
パシフィック	1	0.001163	0.003489
カンファレンス	1	0.001163	0.003489
ゴールデンステイト・ウォリアーズ	1	0.001163	0.003489
巡	1	0.001163	0.003489
評判	1	0.001163	0.003489
当日	1	0.001163	0.003489
駆け付け	1	0.001163	0.003489
被っ	1	0.001163	0.003489
コミッショナー	1	0.001163	0.003489
ショット	1	0.001163	0.003489
サマー	1	0.001163	0.003489
薬指	1	0.001163	0.003489
骨折	1	0.001163	0.003489
欠場	1	0.001163	0.003489
好調	1	0.001163	0.003489
激しかっ	1	0.001163	0.003489
リバウンド	1	0.001163	0.003489
片鱗	1	0.001163	0.003489
伺わ	1	0.001163	0.003489
終盤	1	0.001163	0.003489
要員	1	0.001163	0.003489
ハリントン	1	0.001163	0.003489
スティーブン	1	0.001163	0.003489
サルナス・ヤシケヴィシウス	1	0.001163	0.003489
ジョシュ・パウエル	1	0.001163	0.003489
マイク・ダンリービー・	1	0.001163	0.003489
トロイ	1	0.001163	0.003489
マーフィー	1	0.001163	0.003489
キース	1	0.001163	0.003489
マクリオド	1	0.001163	0.003489
ペイサーズ	1	0.001163	0.003489
オフ	1	0.001163	0.003489
プレイヤー	1	0.001163	0.003489
小柄	1	0.001163	0.003489
強靭	1	0.001163	0.003489
体格	1	0.001163	0.003489
プレイ	1	0.001163	0.003489
ダニー・フォートソン	1	0.001163	0.003489
素質	1	0.001163	0.003489
ディフェンシブ	1	0.001163	0.003489
オフェンス	1	0.001163	0.003489
スロー	1	0.001163	0.003489
Bio	1	0.001163	0.003489
ロースター	1	0.001163	0.003489
ダレン・コリソン	1	0.001163	0.003489
ショーン・マークス	1	0.001163	0.003489
マーカス・ソーントン	1	0.001163	0.003489
ダリウス・ソンガイラ	1	0.001163	0.003489
ペジャ・ストヤコビッチ	1	0.001163	0.003489
モーリス・ピーターソン	1	0.001163	0.003489
デビッド・ウェスト	1	0.001163	0.003489
ジュリアン	1	0.001163	0.003489
アーロン	1	0.001163	0.003489
ジェームス・ポージー	1	0.001163	0.003489
エメカ・オカフォー	1	0.001163	0.003489
ジェフ	1	0.001163	0.003489
バウワー	1	0.001163	0.003489
ゴールデンステート・ウォリアーズ	1	0.001163	0.003489
インディアナ・ペイサーズ	1	0.001163	0.003489
サクラメント・キングス	1	0.001163	0.003489
,	3	0.003488	0.003488
だ	2	0.002326	0.003358
時代	2	0.002326	0.003277
11	2	0.002326	0.003252
両親	1	0.001163	0.003139
テキサス	1	0.001163	0.003139
移り	1	0.001163	0.003139
進学	1	0.001163	0.003139
アリゾナ	1	0.001163	0.003139
その間	1	0.001163	0.003139
テン	1	0.001163	0.003139
栄誉	1	0.001163	0.003139
帽子	1	0.001163	0.003139
握手	1	0.001163	0.003139
交わす	1	0.001163	0.003139
上位	1	0.001163	0.003139
外れ	1	0.001163	0.003139
不調	1	0.001163	0.003139
増え	1	0.001163	0.003139
アル	1	0.001163	0.003139
ジャクソン	1	0.001163	0.003139
厚み	1	0.001163	0.003139
腕	1	0.001163	0.003139
生かし	1	0.001163	0.003139
確率	1	0.001163	0.003139
クリス	1	0.001163	0.003139
外部	2	0.002326	0.003047
12	2	0.002326	0.003047
リンク	2	0.002326	0.002987
数々	1	0.001163	0.002934
決して	1	0.001163	0.002934
馴染み	1	0.001163	0.002934
低迷	1	0.001163	0.002934
迎える	1	0.001163	0.002934
直前	1	0.001163	0.002934
余儀なく	1	0.001163	0.002934
連続	1	0.001163	0.002934
発揮	1	0.001163	0.002934
Jr	1	0.001163	0.002934
こなす	1	0.001163	0.002934
ポール	1	0.001163	0.002934
ライト	1	0.001163	0.002934
グレイ	1	0.001163	0.002934
人	2	0.002326	0.002930
83	2	0.002326	0.002930
後	2	0.002326	0.002912
ため	2	0.002326	0.002859
なっ	2	0.002326	0.002793
No	1	0.001163	0.002789
ラテン	1	0.001163	0.002789
渡っ	1	0.001163	0.002789
続ける	1	0.001163	0.002789
ぶり	1	0.001163	0.002789
09	1	0.001163	0.002789
だろ	1	0.001163	0.002789
com	1	0.001163	0.002789
男子	1	0.001163	0.002789
あり	2	0.002326	0.002716
本名	1	0.001163	0.002676
高校	1	0.001163	0.002676
会場	1	0.001163	0.002676
しかしながら	1	0.001163	0.002676
続き	1	0.001163	0.002676
波	1	0.001163	0.002676
長い	1	0.001163	0.002676
成功	1	0.001163	0.002676
表示	2	0.002326	0.002658
文字	1	0.001163	0.002584
地元	1	0.001163	0.002584
高く	1	0.001163	0.002584
リーグ	1	0.001163	0.002584
ヶ月	1	0.001163	0.002584
07	1	0.001163	0.002584
途中	1	0.001163	0.002584
交換	1	0.001163	0.002584
本来	1	0.001163	0.002584
41	1	0.001163	0.002584
アフリカ	1	0.001163	0.002584
いる	2	0.002326	0.002539
い	2	0.002326	0.002539
から	2	0.002326	0.002526
試合	1	0.001163	0.002506
タイプ	1	0.001163	0.002506
4	2	0.002326	0.002490
全体	1	0.001163	0.002439
発表	1	0.001163	0.002439
デビュー	1	0.001163	0.002439
最高	1	0.001163	0.002439
と共に	1	0.001163	0.002439
監督	1	0.001163	0.002439
写真	1	0.001163	0.002379
34	1	0.001163	0.002379
87	1	0.001163	0.002379
存命	1	0.001163	0.002379
フリー	2	0.002326	0.002326
特徴	1	0.001163	0.002326
32	1	0.001163	0.002326
得	1	0.001163	0.002278
つつ	1	0.001163	0.002278
50	1	0.001163	0.002278
生まれ	1	0.001163	0.002234
目	1	0.001163	0.002234
24	1	0.001163	0.002234
基本	1	0.001163	0.002193
誕生	1	0.001163	0.002193
さらに	1	0.001163	0.002193
AF	1	0.001163	0.002193
参加	1	0.001163	0.002156
せる	1	0.001163	0.002156
センター	1	0.001163	0.002156
名前	1	0.001163	0.002121
所属	1	0.001163	0.002121
お	1	0.001163	0.002121
面	1	0.001163	0.002121
歳	1	0.001163	0.002089
27	1	0.001163	0.002089
下	1	0.001163	0.002058
約	1	0.001163	0.002058
26	1	0.001163	0.002029
高	1	0.001163	0.002029
系	1	0.001163	0.002029
1980	1	0.001163	0.002002
2006	1	0.001163	0.002002
AA	1	0.001163	0.002002
17	1	0.001163	0.001976
年生	1	0.001163	0.001976
う	1	0.001163	0.001951
隠す	1	0.001163	0.001928
同	1	0.001163	0.001905
時間	1	0.001163	0.001843
しかし	1	0.001163	0.001843
30	1	0.001163	0.001843
BB	1	0.001163	0.001843
間	1	0.001163	0.001824
において	1	0.001163	0.001824
国	1	0.001163	0.001806
受け	1	0.001163	0.001806
地	1	0.001163	0.001788
できる	1	0.001163	0.001788
16	1	0.001163	0.001788
か	1	0.001163	0.001739
前	1	0.001163	0.001708
：	1	0.001163	0.001693
　	1	0.001163	0.001665
よう	1	0.001163	0.001601
0	1	0.001163	0.001601
10	1	0.001163	0.001589
歴	1	0.001163	0.001589
話	1	0.001163	0.001578
表	1	0.001163	0.001566
なる	1	0.001163	0.001544
編	1	0.001163	0.001544
という	1	0.001163	0.001534
により	1	0.001163	0.001523
的	1	0.001163	0.001503
)	1	0.001163	0.001465
へ	1	0.001163	0.001447
その	1	0.001163	0.001438
(	1	0.001163	0.001429
れる	1	0.001163	0.001396
や	1	0.001163	0.001373
目次	1	0.001163	0.001329
非	1	0.001163	0.001308
この	1	0.001163	0.001295
する	1	0.001163	0.001245
B	1	0.001163	0.001239
5	1	0.001163	0.001205
/%	1	0.001163	0.001200
http	1	0.001163	0.001168
://	1	0.001163	0.001168
ja	1	0.001163	0.001168
wikipedia	1	0.001163	0.001168
org	1	0.001163	0.001168
wiki	1	0.001163	0.001168
より	1	0.001163	0.001168
作成	1	0.001163	0.001168
カテゴリ	1	0.001163	0.001168
出典	1	0.001163	0.001163
百科	1	0.001163	0.001163
事典	1	0.001163	0.001163
『	1	0.001163	0.001163
ウィキペディア	1	0.001163	0.001163
Wikipedia	1	0.001163	0.001163
』	1	0.001163	0.001163
移動	1	0.001163	0.001163
ナビゲーション	1	0.001163	0.001163
検索	1	0.001163	0.001163
「	1	0.001163	0.001163
」	1	0.001163	0.001163
